,date,ipsrc,ipdst,protocol,portdst
Apr-29, 2019 22:41:09.978262000,193.194.107.163,193.194.76.228,6,23
Apr-29, 2019 22:41:10.283640000,185.176.27.66,193.194.76.240,6,1729
Apr-29, 2019 22:41:11.282399000,37.191.209.83,193.194.76.240,6,23
Apr-29, 2019 22:41:12.371691000,185.208.209.6,193.194.76.246,6,8991
Apr-29, 2019 22:41:12.574093000,89.248.174.3,193.194.76.250,6,2082
Apr-29, 2019 22:41:13.145073000,125.212.217.214,193.194.76.228,6,8024
Apr-29, 2019 22:41:16.573352000,78.101.233.109,193.194.76.226,6,2323
Apr-29, 2019 22:41:17.169061000,185.176.27.66,193.194.76.253,6,1729
Apr-29, 2019 22:41:17.636313000,103.193.243.85,193.194.76.248,6,445
Apr-29, 2019 22:41:17.865795000,185.209.0.19,193.194.76.253,6,1727
Apr-29, 2019 22:41:17.938200000,120.52.152.16,193.194.76.243,6,2401
Apr-29, 2019 22:41:17.962759000,185.176.27.66,193.194.76.241,6,1729
Apr-29, 2019 22:41:18.366714000,78.29.126.75,193.194.76.235,6,23
Apr-29, 2019 22:41:19.515645000,185.176.27.66,193.194.76.236,6,1729
Apr-29, 2019 22:41:21.132363000,185.176.27.66,193.194.76.252,6,1729
Apr-29, 2019 22:41:22.888189000,46.232.112.18,193.194.76.230,6,7011
Apr-29, 2019 22:41:24.287823000,46.232.112.18,193.194.76.223,6,7011
Apr-29, 2019 22:41:24.391366000,89.248.174.3,193.194.76.235,6,2082
Apr-29, 2019 22:41:24.752181000,46.232.112.18,193.194.76.234,6,7011
Apr-29, 2019 22:41:24.859668000,185.176.27.66,193.194.76.230,6,1729
Apr-29, 2019 22:41:26.979233000,193.194.107.163,193.194.76.240,6,23
Apr-29, 2019 22:41:27.714888000,198.108.66.241,193.194.76.230,6,1311
Apr-29, 2019 22:41:32.385444000,185.176.27.66,193.194.76.227,6,1729
Apr-29, 2019 22:41:33.034662000,89.248.174.3,193.194.76.223,6,2082
Apr-29, 2019 22:41:33.970369000,94.102.51.102,193.194.76.229,6,7906
Apr-29, 2019 22:41:34.041592000,110.167.174.85,193.194.76.253,6,445
Apr-29, 2019 22:41:34.363348000,185.208.209.6,193.194.76.229,6,8991
Apr-29, 2019 22:41:35.028520000,46.232.112.18,193.194.76.237,6,7011
Apr-29, 2019 22:41:35.498852000,46.232.112.18,193.194.76.249,6,7011
Apr-29, 2019 22:41:36.172526000,197.56.44.24,193.194.76.243,6,23
Apr-29, 2019 22:41:38.321253000,46.232.112.18,193.194.76.233,6,7011
Apr-29, 2019 22:41:40.798711000,185.176.27.66,193.194.76.228,6,1729
Apr-29, 2019 22:41:41.337798000,121.122.94.196,193.194.76.245,6,23
Apr-29, 2019 22:41:41.590500000,46.232.112.18,193.194.76.247,6,7011
Apr-29, 2019 22:41:42.502248000,89.248.174.3,193.194.76.246,6,2082
Apr-29, 2019 22:41:43.741800000,196.34.92.62,193.194.76.236,6,445
Apr-29, 2019 22:41:44.605168000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:41:46.366646000,86.108.12.116,193.194.76.222,6,8080
Apr-29, 2019 22:41:47.580496000,23.88.30.18,193.194.76.247,6,445
Apr-29, 2019 22:41:48.257520000,185.176.27.66,193.194.76.224,6,1729
Apr-29, 2019 22:41:51.427662000,193.194.103.77,193.194.76.254,6,7547
Apr-29, 2019 22:41:51.717388000,142.93.9.47,193.194.76.233,6,80
Apr-29, 2019 22:41:54.702422000,185.209.0.19,193.194.76.238,6,1727
Apr-29, 2019 22:41:54.979695000,193.194.107.163,193.194.76.248,6,23
Apr-29, 2019 22:41:58.835252000,178.156.83.139,193.194.76.232,6,80
Apr-29, 2019 22:41:59.472316000,79.100.87.85,193.194.76.222,6,445
Apr-29, 2019 22:41:59.472322000,79.100.87.85,193.194.76.224,6,445
Apr-29, 2019 22:41:59.473658000,79.100.87.85,193.194.76.226,6,445
Apr-29, 2019 22:41:59.474097000,79.100.87.85,193.194.76.228,6,445
Apr-29, 2019 22:41:59.474388000,79.100.87.85,193.194.76.230,6,445
Apr-29, 2019 22:41:59.475413000,79.100.87.85,193.194.76.232,6,445
Apr-29, 2019 22:41:59.476584000,79.100.87.85,193.194.76.234,6,445
Apr-29, 2019 22:41:59.477755000,79.100.87.85,193.194.76.236,6,445
Apr-29, 2019 22:41:59.478340000,79.100.87.85,193.194.76.238,6,445
Apr-29, 2019 22:41:59.481855000,79.100.87.85,193.194.76.223,6,445
Apr-29, 2019 22:41:59.483026000,79.100.87.85,193.194.76.225,6,445
Apr-29, 2019 22:41:59.483464000,79.100.87.85,193.194.76.227,6,445
Apr-29, 2019 22:41:59.483757000,79.100.87.85,193.194.76.229,6,445
Apr-29, 2019 22:41:59.484782000,79.100.87.85,193.194.76.231,6,445
Apr-29, 2019 22:41:59.485954000,79.100.87.85,193.194.76.233,6,445
Apr-29, 2019 22:41:59.485957000,79.100.87.85,193.194.76.235,6,445
Apr-29, 2019 22:41:59.487709000,79.100.87.85,193.194.76.237,6,445
Apr-29, 2019 22:41:59.488735000,79.100.87.85,193.194.76.240,6,445
Apr-29, 2019 22:41:59.489175000,79.100.87.85,193.194.76.242,6,445
Apr-29, 2019 22:41:59.489178000,79.100.87.85,193.194.76.244,6,445
Apr-29, 2019 22:41:59.489616000,79.100.87.85,193.194.76.246,6,445
Apr-29, 2019 22:41:59.489619000,79.100.87.85,193.194.76.248,6,445
Apr-29, 2019 22:41:59.490213000,79.100.87.85,193.194.76.252,6,445
Apr-29, 2019 22:41:59.490460000,79.100.87.85,193.194.76.254,6,445
Apr-29, 2019 22:41:59.490463000,79.100.87.85,193.194.76.250,6,445
Apr-29, 2019 22:41:59.498106000,79.100.87.85,193.194.76.239,6,445
Apr-29, 2019 22:41:59.498548000,79.100.87.85,193.194.76.241,6,445
Apr-29, 2019 22:41:59.498551000,79.100.87.85,193.194.76.243,6,445
Apr-29, 2019 22:41:59.498838000,79.100.87.85,193.194.76.245,6,445
Apr-29, 2019 22:41:59.499131000,79.100.87.85,193.194.76.247,6,445
Apr-29, 2019 22:41:59.499134000,79.100.87.85,193.194.76.249,6,445
Apr-29, 2019 22:41:59.499718000,79.100.87.85,193.194.76.251,6,445
Apr-29, 2019 22:41:59.499720000,79.100.87.85,193.194.76.253,6,445
Apr-29, 2019 22:42:02.473834000,79.100.87.85,193.194.76.228,6,445
Apr-29, 2019 22:42:02.475585000,79.100.87.85,193.194.76.236,6,445
Apr-29, 2019 22:42:02.479682000,79.100.87.85,193.194.76.240,6,445
Apr-29, 2019 22:42:02.483340000,79.100.87.85,193.194.76.231,6,445
Apr-29, 2019 22:42:02.489044000,79.100.87.85,193.194.76.243,6,445
Apr-29, 2019 22:42:03.303595000,213.32.10.149,193.194.76.234,6,11211
Apr-29, 2019 22:42:03.335887000,92.118.161.17,193.194.76.244,6,2160
Apr-29, 2019 22:42:04.034377000,198.255.110.138,193.194.76.228,6,445
Apr-29, 2019 22:42:04.502692000,110.167.174.85,193.194.76.235,6,445
Apr-29, 2019 22:42:04.824310000,185.209.0.19,193.194.76.240,6,1727
Apr-29, 2019 22:42:05.172241000,89.248.174.3,193.194.76.232,6,2082
Apr-29, 2019 22:42:05.467794000,193.194.103.77,193.194.76.254,6,8291
Apr-29, 2019 22:42:05.932886000,185.209.0.19,193.194.76.246,6,1727
Apr-29, 2019 22:42:11.126143000,117.81.191.136,193.194.76.241,6,23
Apr-29, 2019 22:42:13.121584000,209.126.230.71,193.194.76.250,6,31773
Apr-29, 2019 22:42:15.069668000,223.202.209.67,193.194.76.246,6,23
Apr-29, 2019 22:42:15.262152000,185.209.0.19,193.194.76.244,6,1727
Apr-29, 2019 22:42:15.303974000,46.232.112.18,193.194.76.251,6,7011
Apr-29, 2019 22:42:15.748140000,177.155.134.68,193.194.76.249,6,445
Apr-29, 2019 22:42:15.748150000,177.155.134.68,193.194.76.249,6,445
Apr-29, 2019 22:42:15.980370000,14.225.3.37,193.194.76.232,6,23
Apr-29, 2019 22:42:16.774289000,185.176.27.102,193.194.76.224,6,6062
Apr-29, 2019 22:42:17.149310000,176.32.35.100,193.194.76.243,6,81
Apr-29, 2019 22:42:17.376014000,67.85.210.1,193.194.76.247,6,81
Apr-29, 2019 22:42:18.251627000,172.104.65.226,193.194.76.241,6,3128
Apr-29, 2019 22:42:18.882850000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:42:19.374258000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:42:21.121608000,92.50.8.73,193.194.76.241,6,8080
Apr-29, 2019 22:42:24.410977000,35.189.65.39,193.194.76.230,6,23
Apr-29, 2019 22:42:28.067954000,78.188.205.195,193.194.76.246,6,23
Apr-29, 2019 22:42:28.762846000,198.108.66.246,193.194.76.251,6,1311
Apr-29, 2019 22:42:29.456374000,185.216.140.6,193.194.76.244,6,52525
Apr-29, 2019 22:42:30.077500000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:42:30.211322000,89.248.174.3,193.194.76.236,6,2082
Apr-29, 2019 22:42:30.462750000,89.248.174.3,193.194.76.231,6,2082
Apr-29, 2019 22:42:33.117664000,120.52.152.16,193.194.76.246,6,2401
Apr-29, 2019 22:42:33.269628000,94.102.51.102,193.194.76.232,6,7906
Apr-29, 2019 22:42:34.057025000,88.218.94.132,193.194.76.232,6,60001
Apr-29, 2019 22:42:35.077034000,198.108.67.88,193.194.76.227,6,8788
Apr-29, 2019 22:42:36.368354000,46.232.112.18,193.194.76.224,6,7011
Apr-29, 2019 22:42:36.708110000,81.22.45.254,193.194.76.233,6,3319
Apr-29, 2019 22:42:36.771131000,59.151.74.240,193.194.76.242,6,445
Apr-29, 2019 22:42:38.179258000,89.248.174.3,193.194.76.234,6,2082
Apr-29, 2019 22:42:40.554203000,191.19.71.144,193.194.76.226,6,8080
Apr-29, 2019 22:42:41.184694000,89.248.174.3,193.194.76.226,6,2082
Apr-29, 2019 22:42:41.543572000,193.194.103.77,193.194.76.243,6,8291
Apr-29, 2019 22:42:43.137422000,180.151.58.115,193.194.76.249,6,445
Apr-29, 2019 22:42:43.482870000,89.248.174.3,193.194.76.245,6,2082
Apr-29, 2019 22:42:45.418372000,193.194.103.77,193.194.76.236,6,8291
Apr-29, 2019 22:42:45.615497000,120.52.152.16,193.194.76.225,6,2401
Apr-29, 2019 22:42:46.053383000,47.93.114.89,193.194.76.234,6,10022
Apr-29, 2019 22:42:48.990848000,23.88.30.18,193.194.76.230,6,445
Apr-29, 2019 22:42:49.967408000,112.72.77.254,193.194.76.228,6,23
Apr-29, 2019 22:42:50.017564000,112.72.77.254,193.194.76.228,6,23
Apr-29, 2019 22:42:50.023560000,112.72.77.254,193.194.76.228,6,23
Apr-29, 2019 22:42:50.267670000,196.52.43.109,193.194.76.227,6,8090
Apr-29, 2019 22:42:50.710103000,139.162.120.98,193.194.76.244,6,22
Apr-29, 2019 22:42:54.552652000,185.254.122.114,193.194.76.233,6,7706
Apr-29, 2019 22:42:59.058043000,201.170.201.69,193.194.76.247,6,23
Apr-29, 2019 22:43:01.564075000,81.22.45.254,193.194.76.230,6,3319
Apr-29, 2019 22:43:01.565090000,81.22.45.254,193.194.76.227,6,3319
Apr-29, 2019 22:43:02.921581000,14.225.3.37,193.194.76.235,6,23
Apr-29, 2019 22:43:05.041783000,111.73.46.38,193.194.76.237,6,445
Apr-29, 2019 22:43:08.347229000,81.22.45.254,193.194.76.223,6,3319
Apr-29, 2019 22:43:11.623989000,96.127.158.238,193.194.76.236,6,8010
Apr-29, 2019 22:43:12.870600000,81.22.45.254,193.194.76.222,6,3319
Apr-29, 2019 22:43:13.179465000,96.30.124.70,193.194.76.249,6,445
Apr-29, 2019 22:43:13.426507000,89.248.174.3,193.194.76.238,6,2082
Apr-29, 2019 22:43:14.742192000,81.22.45.254,193.194.76.254,6,7000
Apr-29, 2019 22:43:16.895178000,89.244.161.115,193.194.76.254,6,23
Apr-29, 2019 22:43:19.312097000,37.49.230.212,193.194.76.234,6,445
Apr-29, 2019 22:43:24.862325000,131.161.147.249,193.194.76.224,6,23
Apr-29, 2019 22:43:25.417193000,180.250.42.66,193.194.76.247,6,445
Apr-29, 2019 22:43:28.087287000,89.43.75.62,193.194.76.250,6,23
Apr-29, 2019 22:43:30.538614000,176.32.35.100,193.194.76.222,6,81
Apr-29, 2019 22:43:32.669631000,185.254.122.114,193.194.76.243,6,7706
Apr-29, 2019 22:43:33.041252000,185.176.27.90,193.194.76.250,6,28334
Apr-29, 2019 22:43:34.899672000,172.93.133.188,193.194.76.233,6,445
Apr-29, 2019 22:43:35.431598000,117.6.95.16,193.194.76.242,6,3389
Apr-29, 2019 22:43:36.536654000,185.254.122.114,193.194.76.251,6,7706
Apr-29, 2019 22:43:37.718070000,185.176.27.90,193.194.76.251,6,28334
Apr-29, 2019 22:43:37.790607000,185.208.208.198,193.194.76.249,6,6152
Apr-29, 2019 22:43:38.536337000,205.185.121.194,193.194.76.229,6,1900
Apr-29, 2019 22:43:40.424627000,180.101.221.9,193.194.76.242,6,23
Apr-29, 2019 22:43:42.365879000,81.22.45.254,193.194.76.239,6,3319
Apr-29, 2019 22:43:42.557455000,72.49.131.93,193.194.76.226,6,9000
Apr-29, 2019 22:43:43.726731000,182.254.130.16,193.194.76.247,6,445
Apr-29, 2019 22:43:43.986767000,120.52.152.16,193.194.76.251,6,2401
Apr-29, 2019 22:43:44.127470000,185.254.122.114,193.194.76.254,6,7706
Apr-29, 2019 22:43:44.320372000,89.248.174.3,193.194.76.225,6,2082
Apr-29, 2019 22:43:44.366292000,89.248.174.3,193.194.76.242,6,2082
Apr-29, 2019 22:43:44.528177000,185.254.122.114,193.194.76.247,6,7706
Apr-29, 2019 22:43:44.628097000,81.22.45.254,193.194.76.232,6,3319
Apr-29, 2019 22:43:44.850100000,185.176.26.27,193.194.76.225,6,3399
Apr-29, 2019 22:43:44.955244000,62.240.114.140,193.194.76.230,6,81
Apr-29, 2019 22:43:45.267202000,223.202.209.67,193.194.76.246,6,23
Apr-29, 2019 22:43:46.132562000,185.254.122.114,193.194.76.223,6,7706
Apr-29, 2019 22:43:47.070490000,203.238.179.218,193.194.76.222,6,23
Apr-29, 2019 22:43:47.528812000,185.208.208.198,193.194.76.251,6,6170
Apr-29, 2019 22:43:48.633329000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:43:48.947182000,175.136.120.244,193.194.76.251,6,23
Apr-29, 2019 22:43:49.773045000,185.208.209.6,193.194.76.236,6,21514
Apr-29, 2019 22:43:49.932163000,185.176.26.3,193.194.76.247,6,15000
Apr-29, 2019 22:43:50.450184000,203.238.179.218,193.194.76.222,6,23
Apr-29, 2019 22:43:51.376241000,94.159.80.30,193.194.76.230,6,5555
Apr-29, 2019 22:43:51.935240000,39.105.86.239,193.194.76.228,6,7001
Apr-29, 2019 22:43:52.030702000,185.254.122.114,193.194.76.228,6,7706
Apr-29, 2019 22:43:55.988519000,185.254.122.114,193.194.76.242,6,7706
Apr-29, 2019 22:43:56.985969000,89.248.174.3,193.194.76.243,6,2082
Apr-29, 2019 22:43:57.079264000,203.238.179.218,193.194.76.223,6,23
Apr-29, 2019 22:43:57.079840000,203.238.179.218,193.194.76.222,6,23
Apr-29, 2019 22:43:59.536855000,185.254.122.114,193.194.76.226,6,7706
Apr-29, 2019 22:43:59.842830000,223.113.91.54,193.194.76.230,6,22
Apr-29, 2019 22:44:00.458998000,203.238.179.218,193.194.76.223,6,23
Apr-29, 2019 22:44:00.541784000,185.154.23.144,193.194.76.245,6,445
Apr-29, 2019 22:44:00.644593000,185.176.26.27,193.194.76.249,6,3399
Apr-29, 2019 22:44:01.044155000,185.254.122.114,193.194.76.238,6,7706
Apr-29, 2019 22:44:01.256514000,149.200.156.175,193.194.76.240,6,23
Apr-29, 2019 22:44:03.451468000,193.194.103.77,193.194.76.248,6,23
Apr-29, 2019 22:44:04.133549000,185.176.26.27,193.194.76.233,6,3399
Apr-29, 2019 22:44:05.019557000,185.176.26.3,193.194.76.225,6,15000
Apr-29, 2019 22:44:05.327536000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:44:05.460053000,185.254.122.114,193.194.76.237,6,7706
Apr-29, 2019 22:44:05.674176000,186.62.74.109,193.194.76.223,6,23
Apr-29, 2019 22:44:05.833432000,183.104.210.79,193.194.76.227,6,5555
Apr-29, 2019 22:44:07.085782000,203.238.179.218,193.194.76.224,6,23
Apr-29, 2019 22:44:07.088549000,203.238.179.218,193.194.76.223,6,23
Apr-29, 2019 22:44:07.383700000,81.22.45.254,193.194.76.228,6,3319
Apr-29, 2019 22:44:10.465480000,203.238.179.218,193.194.76.224,6,23
Apr-29, 2019 22:44:12.277840000,116.111.117.203,193.194.76.248,6,23
Apr-29, 2019 22:44:12.281193000,185.176.26.27,193.194.76.247,6,3399
Apr-29, 2019 22:44:12.646247000,136.169.224.145,193.194.76.254,6,445
Apr-29, 2019 22:44:12.940220000,185.176.26.3,193.194.76.242,6,15000
Apr-29, 2019 22:44:13.506018000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:44:14.494098000,185.176.26.3,193.194.76.222,6,15000
Apr-29, 2019 22:44:17.095197000,203.238.179.218,193.194.76.225,6,23
Apr-29, 2019 22:44:17.095204000,203.238.179.218,193.194.76.224,6,23
Apr-29, 2019 22:44:18.498012000,2.38.180.5,193.194.76.247,6,23
Apr-29, 2019 22:44:19.086063000,185.176.27.90,193.194.76.227,6,28334
Apr-29, 2019 22:44:19.504651000,37.148.210.72,193.194.76.250,6,23
Apr-29, 2019 22:44:20.474850000,203.238.179.218,193.194.76.225,6,23
Apr-29, 2019 22:44:21.795823000,113.141.64.31,193.194.76.231,6,445
Apr-29, 2019 22:44:22.171355000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:44:22.337824000,24.1.154.237,193.194.76.244,6,5555
Apr-29, 2019 22:44:22.446489000,196.52.43.58,193.194.76.223,6,5800
Apr-29, 2019 22:44:22.451302000,193.194.103.77,193.194.76.222,6,8291
Apr-29, 2019 22:44:22.745124000,65.50.252.27,193.194.76.222,6,445
Apr-29, 2019 22:44:26.614754000,185.176.27.90,193.194.76.232,6,28334
Apr-29, 2019 22:44:26.816880000,88.218.94.132,193.194.76.250,6,60001
Apr-29, 2019 22:44:26.850802000,185.176.26.3,193.194.76.250,6,15000
Apr-29, 2019 22:44:27.103108000,203.238.179.218,193.194.76.226,6,23
Apr-29, 2019 22:44:27.104538000,203.238.179.218,193.194.76.225,6,23
Apr-29, 2019 22:44:27.138332000,185.176.26.3,193.194.76.239,6,15000
Apr-29, 2019 22:44:27.731700000,81.22.45.254,193.194.76.237,6,3319
Apr-29, 2019 22:44:28.564576000,185.176.26.3,193.194.76.226,6,15000
Apr-29, 2019 22:44:29.116246000,185.254.122.114,193.194.76.239,6,7706
Apr-29, 2019 22:44:30.482843000,203.238.179.218,193.194.76.226,6,23
Apr-29, 2019 22:44:31.439623000,191.254.193.136,193.194.76.246,6,23
Apr-29, 2019 22:44:31.727014000,68.171.157.231,193.194.76.254,6,445
Apr-29, 2019 22:44:32.281013000,185.254.122.114,193.194.76.222,6,7706
Apr-29, 2019 22:44:34.225827000,185.176.27.90,193.194.76.239,6,28334
Apr-29, 2019 22:44:34.264008000,185.254.122.114,193.194.76.227,6,7706
Apr-29, 2019 22:44:36.859984000,185.176.27.90,193.194.76.223,6,28334
Apr-29, 2019 22:44:36.959266000,14.225.3.37,193.194.76.236,6,23
Apr-29, 2019 22:44:37.110619000,203.238.179.218,193.194.76.227,6,23
Apr-29, 2019 22:44:37.112379000,203.238.179.218,193.194.76.226,6,23
Apr-29, 2019 22:44:37.857422000,185.176.27.90,193.194.76.229,6,28334
Apr-29, 2019 22:44:38.736075000,185.176.26.3,193.194.76.251,6,15000
Apr-29, 2019 22:44:39.529195000,185.176.26.3,193.194.76.227,6,15000
Apr-29, 2019 22:44:39.904030000,109.86.139.33,193.194.76.243,6,445
Apr-29, 2019 22:44:40.490348000,203.238.179.218,193.194.76.227,6,23
Apr-29, 2019 22:44:40.600615000,185.176.26.3,193.194.76.245,6,15000
Apr-29, 2019 22:44:41.884690000,185.176.27.90,193.194.76.243,6,28334
Apr-29, 2019 22:44:43.122262000,185.176.26.3,193.194.76.240,6,15000
Apr-29, 2019 22:44:45.060406000,185.176.27.90,193.194.76.244,6,28334
Apr-29, 2019 22:44:45.099586000,185.254.122.114,193.194.76.248,6,7706
Apr-29, 2019 22:44:47.119882000,203.238.179.218,193.194.76.227,6,23
Apr-29, 2019 22:44:47.119889000,203.238.179.218,193.194.76.228,6,23
Apr-29, 2019 22:44:47.248448000,185.254.122.114,193.194.76.246,6,7706
Apr-29, 2019 22:44:47.248452000,185.254.122.114,193.194.76.236,6,7706
Apr-29, 2019 22:44:47.983526000,193.194.107.163,193.194.76.231,6,23
Apr-29, 2019 22:44:48.998175000,185.176.27.90,193.194.76.226,6,28334
Apr-29, 2019 22:44:49.010615000,27.72.100.213,193.194.76.249,6,23
Apr-29, 2019 22:44:50.499717000,203.238.179.218,193.194.76.228,6,23
Apr-29, 2019 22:44:50.778659000,185.254.122.114,193.194.76.229,6,7706
Apr-29, 2019 22:44:54.898437000,198.108.67.84,193.194.76.249,6,3690
Apr-29, 2019 22:44:55.243662000,185.254.122.114,193.194.76.250,6,7706
Apr-29, 2019 22:44:56.622948000,185.254.122.114,193.194.76.230,6,7706
Apr-29, 2019 22:44:57.129418000,203.238.179.218,193.194.76.228,6,23
Apr-29, 2019 22:44:57.135860000,203.238.179.218,193.194.76.229,6,23
Apr-29, 2019 22:44:59.072955000,185.254.122.114,193.194.76.245,6,7706
Apr-29, 2019 22:45:00.360395000,139.162.121.165,193.194.76.237,6,8080
Apr-29, 2019 22:45:00.515555000,203.238.179.218,193.194.76.229,6,23
Apr-29, 2019 22:45:01.423479000,185.79.156.138,193.194.76.238,6,445
Apr-29, 2019 22:45:01.536684000,185.254.122.114,193.194.76.244,6,7706
Apr-29, 2019 22:45:02.848549000,126.24.164.95,193.194.76.233,6,23
Apr-29, 2019 22:45:04.102935000,81.22.45.254,193.194.76.236,6,3319
Apr-29, 2019 22:45:06.763993000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:07.071830000,114.44.149.126,193.194.76.231,6,23
Apr-29, 2019 22:45:07.102396000,185.208.208.198,193.194.76.250,6,6170
Apr-29, 2019 22:45:07.137940000,203.238.179.218,193.194.76.230,6,23
Apr-29, 2019 22:45:07.141302000,83.233.197.93,193.194.76.235,6,22
Apr-29, 2019 22:45:07.145097000,203.238.179.218,193.194.76.229,6,23
Apr-29, 2019 22:45:09.098573000,193.106.29.106,193.194.76.254,6,7300
Apr-29, 2019 22:45:09.556497000,193.106.29.106,193.194.76.247,6,7300
Apr-29, 2019 22:45:10.405918000,203.113.5.14,193.194.76.226,6,445
Apr-29, 2019 22:45:10.507696000,203.238.179.218,193.194.76.230,6,23
Apr-29, 2019 22:45:10.972790000,189.112.37.26,193.194.76.230,6,445
Apr-29, 2019 22:45:11.505121000,107.170.202.74,193.194.76.228,6,2376
Apr-29, 2019 22:45:13.110953000,185.176.26.27,193.194.76.248,6,3399
Apr-29, 2019 22:45:14.649361000,185.176.26.27,193.194.76.239,6,3399
Apr-29, 2019 22:45:14.689742000,185.176.27.118,193.194.76.250,6,5000
Apr-29, 2019 22:45:14.926819000,185.248.12.12,193.194.76.249,6,23
Apr-29, 2019 22:45:15.333246000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:15.514888000,45.226.185.2,193.194.76.235,6,445
Apr-29, 2019 22:45:15.537992000,193.106.29.106,193.194.76.225,6,7300
Apr-29, 2019 22:45:16.460700000,107.170.202.74,193.194.76.223,6,2376
Apr-29, 2019 22:45:16.821487000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:17.147473000,203.238.179.218,193.194.76.230,6,23
Apr-29, 2019 22:45:17.149388000,203.238.179.218,193.194.76.231,6,23
Apr-29, 2019 22:45:17.225446000,185.176.26.27,193.194.76.236,6,3399
Apr-29, 2019 22:45:17.648254000,218.103.140.28,193.194.76.249,6,5555
Apr-29, 2019 22:45:18.456144000,185.254.122.114,193.194.76.225,6,7706
Apr-29, 2019 22:45:18.526333000,193.194.103.77,193.194.76.225,6,7547
Apr-29, 2019 22:45:19.072579000,185.254.122.114,193.194.76.241,6,7706
Apr-29, 2019 22:45:20.056100000,120.52.152.16,193.194.76.242,6,2401
Apr-29, 2019 22:45:20.137108000,193.106.29.106,193.194.76.239,6,7300
Apr-29, 2019 22:45:20.231870000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:20.528884000,203.238.179.218,193.194.76.231,6,23
Apr-29, 2019 22:45:23.945083000,107.170.202.74,193.194.76.254,6,2376
Apr-29, 2019 22:45:24.343338000,66.240.205.34,193.194.76.241,6,9633
Apr-29, 2019 22:45:25.748937000,92.118.161.17,193.194.76.240,6,50070
Apr-29, 2019 22:45:26.329285000,114.108.171.40,193.194.76.247,6,445
Apr-29, 2019 22:45:27.158526000,203.238.179.218,193.194.76.231,6,23
Apr-29, 2019 22:45:27.158538000,203.238.179.218,193.194.76.232,6,23
Apr-29, 2019 22:45:30.538405000,203.238.179.218,193.194.76.232,6,23
Apr-29, 2019 22:45:31.218505000,193.106.29.106,193.194.76.251,6,7300
Apr-29, 2019 22:45:32.472552000,185.176.27.118,193.194.76.239,6,5000
Apr-29, 2019 22:45:33.753423000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:35.251201000,220.135.143.89,193.194.76.228,6,81
Apr-29, 2019 22:45:35.360733000,193.106.29.106,193.194.76.252,6,7300
Apr-29, 2019 22:45:35.902893000,177.54.226.218,193.194.76.247,6,23
Apr-29, 2019 22:45:37.167360000,203.238.179.218,193.194.76.233,6,23
Apr-29, 2019 22:45:37.168089000,203.238.179.218,193.194.76.232,6,23
Apr-29, 2019 22:45:37.690820000,110.167.174.85,193.194.76.240,6,445
Apr-29, 2019 22:45:38.091275000,46.101.211.229,193.194.76.226,6,23
Apr-29, 2019 22:45:40.352833000,185.176.27.118,193.194.76.222,6,5000
Apr-29, 2019 22:45:40.547187000,203.238.179.218,193.194.76.233,6,23
Apr-29, 2019 22:45:41.972551000,193.194.107.163,193.194.76.241,6,23
Apr-29, 2019 22:45:45.807158000,61.3.68.220,193.194.76.230,6,5431
Apr-29, 2019 22:45:46.085877000,74.218.235.200,193.194.76.225,6,23
Apr-29, 2019 22:45:47.069305000,201.203.117.162,193.194.76.223,6,23
Apr-29, 2019 22:45:47.176776000,203.238.179.218,193.194.76.233,6,23
Apr-29, 2019 22:45:47.177222000,203.238.179.218,193.194.76.234,6,23
Apr-29, 2019 22:45:48.465115000,193.194.103.77,193.194.76.236,6,8291
Apr-29, 2019 22:45:50.556947000,203.238.179.218,193.194.76.234,6,23
Apr-29, 2019 22:45:50.644691000,196.52.43.62,193.194.76.231,6,5904
Apr-29, 2019 22:45:52.022643000,107.170.202.74,193.194.76.232,6,2376
Apr-29, 2019 22:45:53.791136000,185.176.27.118,193.194.76.228,6,5000
Apr-29, 2019 22:45:54.272595000,81.22.45.254,193.194.76.246,6,3319
Apr-29, 2019 22:45:54.575914000,193.106.29.106,193.194.76.223,6,7300
Apr-29, 2019 22:45:55.609455000,168.227.215.170,193.194.76.248,6,445
Apr-29, 2019 22:45:56.704494000,198.108.67.87,193.194.76.241,6,646
Apr-29, 2019 22:45:57.088614000,196.34.92.62,193.194.76.247,6,445
Apr-29, 2019 22:45:57.186601000,203.238.179.218,193.194.76.234,6,23
Apr-29, 2019 22:45:57.190404000,203.238.179.218,193.194.76.235,6,23
Apr-29, 2019 22:46:00.570135000,203.238.179.218,193.194.76.235,6,23
