ipsource,entropy ipdest,entropy portdst,ipdest,portdest
88.218.94.132,4.459431618637296,-0.0,"['193.194.76.247', '193.194.76.252', '193.194.76.238', '193.194.76.245', '193.194.76.237', '193.194.76.225', '193.194.76.241', '193.194.76.243', '193.194.76.231', '193.194.76.248', '193.194.76.223', '193.194.76.253', '193.194.76.244', '193.194.76.234', '193.194.76.232', '193.194.76.250', '193.194.76.228', '193.194.76.242', '193.194.76.229', '193.194.76.246', '193.194.76.222', '193.194.76.239']","[60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001, 60001]"
88.218.94.40,2.94770277922009,-0.0,"['193.194.76.248', '193.194.76.235', '193.194.76.230', '193.194.76.230', '193.194.76.247', '193.194.76.229', '193.194.76.228', '193.194.76.227', '193.194.76.249']","[52869, 52869, 52869, 52869, 52869, 52869, 52869, 52869, 52869]"
88.224.154.72,-0.0,-0.0,['193.194.76.238'],[23]
88.247.171.121,-0.0,-0.0,['193.194.76.248'],[52869]
88.247.84.214,5.044394119358454,-0.0,"['193.194.76.246', '193.194.76.235', '193.194.76.223', '193.194.76.248', '193.194.76.250', '193.194.76.247', '193.194.76.243', '193.194.76.238', '193.194.76.245', '193.194.76.242', '193.194.76.225', '193.194.76.231', '193.194.76.230', '193.194.76.228', '193.194.76.226', '193.194.76.251', '193.194.76.252', '193.194.76.241', '193.194.76.253', '193.194.76.244', '193.194.76.229', '193.194.76.240', '193.194.76.222', '193.194.76.233', '193.194.76.254', '193.194.76.239', '193.194.76.237', '193.194.76.224', '193.194.76.227', '193.194.76.249', '193.194.76.236', '193.194.76.232', '193.194.76.234']","[139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139]"
88.248.116.14,1.0,1.0,"['193.194.76.246', '193.194.76.239']","[9000, 23]"
88.248.243.19,-0.0,-0.0,['193.194.76.254'],[5431]
88.26.254.242,3.8073549220576055,-0.0,"['193.194.76.245', '193.194.76.236', '193.194.76.229', '193.194.76.226', '193.194.76.234', '193.194.76.253', '193.194.76.238', '193.194.76.231', '193.194.76.247', '193.194.76.254', '193.194.76.223', '193.194.76.225', '193.194.76.248', '193.194.76.235']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
88.5.119.205,-0.0,-0.0,['193.194.76.231'],[23]
88.83.205.41,1.584962500721156,-0.0,"['193.194.76.240', '193.194.76.245', '193.194.76.236']","[445, 445, 445]"
88.83.63.236,-0.0,-0.0,['193.194.76.228'],[23]
89.104.109.202,1.0,-0.0,"['193.194.76.248', '193.194.76.238']","[445, 445]"
89.107.227.227,2.321928094887362,-0.0,"['193.194.76.251', '193.194.76.251', '193.194.76.223', '193.194.76.223', '193.194.76.247', '193.194.76.247', '193.194.76.239', '193.194.76.239', '193.194.76.234', '193.194.76.234']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
89.114.216.94,-0.0,-0.0,['193.194.76.244'],[2323]
89.114.245.106,1.0,-0.0,"['193.194.76.226', '193.194.76.227']","[8080, 8080]"
89.120.193.174,-0.0,-0.0,['193.194.76.248'],[52869]
89.120.213.62,-0.0,-0.0,['193.194.76.243'],[23]
89.165.99.24,-0.0,-0.0,['193.194.76.223'],[5431]
89.179.16.199,-0.0,-0.0,['193.194.76.249'],[23]
89.189.150.227,-0.0,-0.0,['193.194.76.232'],[81]
89.197.161.164,-0.0,-0.0,['193.194.76.225'],[22]
89.20.48.204,2.321928094887362,-0.0,"['193.194.76.250', '193.194.76.235', '193.194.76.240', '193.194.76.246', '193.194.76.251']","[445, 445, 445, 445, 445]"
89.201.113.54,-0.0,-0.0,['193.194.76.242'],[23]
89.210.7.180,-0.0,-0.0,['193.194.76.253'],[23]
89.215.252.65,-0.0,-0.0,['193.194.76.228'],[81]
89.219.189.116,-0.0,-0.0,['193.194.76.239'],[23]
89.233.219.46,1.0,1.0,"['193.194.76.237', '193.194.76.226']","[23, 2323]"
89.233.219.72,0.9709505944546686,-0.0,"['193.194.76.248', '193.194.76.248', '193.194.76.237', '193.194.76.237', '193.194.76.248']","[23, 23, 23, 23, 23]"
89.237.194.65,-0.0,-0.0,"['193.194.76.226', '193.194.76.226']","[21, 21]"
89.239.173.10,-0.0,-0.0,['193.194.76.232'],[23]
89.244.161.115,-0.0,-0.0,['193.194.76.254'],[23]
89.248.162.168,4.999419462952826,3.6939451964566095,"['193.194.76.236', '193.194.76.229', '193.194.76.238', '193.194.76.225', '193.194.76.235', '193.194.76.233', '193.194.76.240', '193.194.76.235', '193.194.76.232', '193.194.76.242', '193.194.76.228', '193.194.76.222', '193.194.76.249', '193.194.76.224', '193.194.76.237', '193.194.76.241', '193.194.76.251', '193.194.76.239', '193.194.76.225', '193.194.76.231', '193.194.76.250', '193.194.76.233', '193.194.76.248', '193.194.76.236', '193.194.76.243', '193.194.76.236', '193.194.76.247', '193.194.76.232', '193.194.76.249', '193.194.76.242', '193.194.76.224', '193.194.76.238', '193.194.76.230', '193.194.76.231', '193.194.76.254', '193.194.76.250', '193.194.76.235', '193.194.76.223', '193.194.76.234', '193.194.76.225', '193.194.76.246', '193.194.76.242', '193.194.76.251', '193.194.76.252', '193.194.76.244', '193.194.76.224', '193.194.76.241', '193.194.76.242', '193.194.76.222', '193.194.76.231', '193.194.76.222', '193.194.76.239', '193.194.76.244', '193.194.76.245', '193.194.76.252', '193.194.76.253', '193.194.76.235', '193.194.76.249', '193.194.76.223', '193.194.76.234', '193.194.76.225', '193.194.76.254', '193.194.76.229', '193.194.76.226', '193.194.76.240', '193.194.76.238', '193.194.76.232', '193.194.76.230', '193.194.76.237', '193.194.76.243', '193.194.76.227', '193.194.76.236', '193.194.76.228', '193.194.76.247', '193.194.76.233', '193.194.76.248', '193.194.76.250', '193.194.76.246', '193.194.76.251', '193.194.76.225', '193.194.76.237', '193.194.76.253', '193.194.76.225', '193.194.76.224', '193.194.76.226', '193.194.76.231', '193.194.76.229', '193.194.76.234', '193.194.76.233', '193.194.76.234', '193.194.76.231', '193.194.76.235', '193.194.76.232', '193.194.76.254', '193.194.76.252', '193.194.76.234', '193.194.76.240', '193.194.76.243', '193.194.76.228', '193.194.76.233', '193.194.76.239', '193.194.76.227', '193.194.76.226', '193.194.76.222', '193.194.76.225', '193.194.76.249', '193.194.76.242', '193.194.76.230', '193.194.76.226', '193.194.76.227', '193.194.76.225', '193.194.76.228', '193.194.76.224', '193.194.76.248', '193.194.76.247', '193.194.76.239', '193.194.76.246', '193.194.76.250', '193.194.76.240', '193.194.76.233', '193.194.76.252', '193.194.76.236', '193.194.76.237', '193.194.76.231', '193.194.76.241', '193.194.76.253', '193.194.76.234', '193.194.76.235', '193.194.76.222', '193.194.76.239', '193.194.76.226', '193.194.76.223', '193.194.76.222', '193.194.76.229', '193.194.76.239', '193.194.76.253', '193.194.76.251', '193.194.76.245', '193.194.76.232', '193.194.76.236', '193.194.76.243', '193.194.76.238', '193.194.76.248', '193.194.76.223', '193.194.76.252', '193.194.76.242', '193.194.76.222', '193.194.76.222', '193.194.76.227', '193.194.76.224', '193.194.76.237', '193.194.76.225', '193.194.76.252', '193.194.76.236', '193.194.76.223', '193.194.76.244', '193.194.76.238', '193.194.76.227', '193.194.76.224', '193.194.76.248', '193.194.76.231', '193.194.76.240', '193.194.76.233', '193.194.76.223', '193.194.76.224', '193.194.76.231', '193.194.76.228', '193.194.76.227', '193.194.76.235', '193.194.76.230', '193.194.76.232', '193.194.76.234', '193.194.76.230', '193.194.76.248', '193.194.76.250', '193.194.76.243', '193.194.76.240', '193.194.76.239', '193.194.76.241', '193.194.76.237', '193.194.76.251', '193.194.76.226', '193.194.76.248', '193.194.76.252', '193.194.76.242', '193.194.76.250', '193.194.76.236', '193.194.76.245', '193.194.76.244', '193.194.76.246', '193.194.76.253', '193.194.76.250', '193.194.76.237', '193.194.76.241', '193.194.76.248', '193.194.76.238', '193.194.76.223', '193.194.76.225', '193.194.76.247', '193.194.76.226', '193.194.76.246', '193.194.76.222', '193.194.76.229', '193.194.76.253', '193.194.76.236', '193.194.76.251', '193.194.76.224', '193.194.76.244', '193.194.76.235', '193.194.76.245', '193.194.76.231', '193.194.76.244', '193.194.76.246', '193.194.76.238', '193.194.76.245', '193.194.76.252']","[9028, 9028, 9028, 9028, 9028, 9033, 9033, 9033, 9033, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9029, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9032, 9017, 9017, 9017, 9017, 9017, 9017, 9025, 9025, 9025, 9025, 9025, 9017, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9025, 9032, 9032, 9032, 9508, 9508, 9508, 9500, 9508, 9508, 9508, 9500, 9508, 9500, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9503, 9503, 9503, 9504, 9504, 9504, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9501, 9520, 9520, 9520, 9520, 9503, 9511, 9511, 9500, 9511, 9511, 9511, 9500, 9500, 9500, 9511, 9511, 9500, 9500, 9516, 9500, 9516, 9516, 9516, 9500, 9516, 9516, 9516, 9516, 9506, 9506, 9520, 9520, 9520, 9503, 9503, 9503, 9503, 9503, 9503, 9503, 9503, 9503, 9503, 9508, 9508, 9508, 9508, 9508, 9508, 9508, 9508, 9508, 9514, 9507, 9507, 9507, 9507, 9507, 9507, 9507, 9503, 9503, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9504, 9508, 9508, 9508, 9508, 9508]"
89.248.167.131,2.94770277922009,3.169925001442312,"['193.194.76.232', '193.194.76.234', '193.194.76.250', '193.194.76.248', '193.194.76.241', '193.194.76.234', '193.194.76.223', '193.194.76.245', '193.194.76.251']","[143, 32400, 993, 2000, 515, 1723, 8126, 7657, 9200]"
89.248.168.51,5.044394119358454,2.807354922057604,"['193.194.76.231', '193.194.76.239', '193.194.76.223', '193.194.76.251', '193.194.76.245', '193.194.76.238', '193.194.76.228', '193.194.76.240', '193.194.76.241', '193.194.76.249', '193.194.76.250', '193.194.76.248', '193.194.76.230', '193.194.76.236', '193.194.76.222', '193.194.76.253', '193.194.76.224', '193.194.76.232', '193.194.76.244', '193.194.76.237', '193.194.76.227', '193.194.76.247', '193.194.76.246', '193.194.76.254', '193.194.76.234', '193.194.76.233', '193.194.76.252', '193.194.76.225', '193.194.76.229', '193.194.76.235', '193.194.76.242', '193.194.76.243', '193.194.76.226', '193.194.76.241', '193.194.76.249', '193.194.76.236', '193.194.76.230', '193.194.76.231', '193.194.76.252', '193.194.76.226', '193.194.76.224', '193.194.76.251', '193.194.76.228', '193.194.76.225', '193.194.76.234', '193.194.76.232', '193.194.76.242', '193.194.76.254', '193.194.76.250', '193.194.76.235', '193.194.76.253', '193.194.76.222', '193.194.76.223', '193.194.76.229', '193.194.76.240', '193.194.76.247', '193.194.76.227', '193.194.76.239', '193.194.76.245', '193.194.76.238', '193.194.76.244', '193.194.76.233', '193.194.76.246', '193.194.76.248', '193.194.76.243', '193.194.76.237', '193.194.76.222', '193.194.76.228', '193.194.76.237', '193.194.76.251', '193.194.76.230', '193.194.76.248', '193.194.76.231', '193.194.76.249', '193.194.76.233', '193.194.76.225', '193.194.76.232', '193.194.76.253', '193.194.76.246', '193.194.76.240', '193.194.76.227', '193.194.76.254', '193.194.76.236', '193.194.76.243', '193.194.76.250', '193.194.76.235', '193.194.76.252', '193.194.76.242', '193.194.76.238', '193.194.76.226', '193.194.76.239', '193.194.76.245', '193.194.76.224', '193.194.76.223', '193.194.76.234', '193.194.76.247', '193.194.76.241', '193.194.76.244', '193.194.76.229', '193.194.76.252', '193.194.76.230', '193.194.76.228', '193.194.76.223', '193.194.76.242', '193.194.76.250', '193.194.76.244', '193.194.76.253', '193.194.76.234', '193.194.76.226', '193.194.76.229', '193.194.76.249', '193.194.76.236', '193.194.76.247', '193.194.76.233', '193.194.76.248', '193.194.76.235', '193.194.76.241', '193.194.76.246', '193.194.76.240', '193.194.76.224', '193.194.76.254', '193.194.76.225', '193.194.76.251', '193.194.76.237', '193.194.76.222', '193.194.76.245', '193.194.76.227', '193.194.76.243', '193.194.76.232', '193.194.76.238', '193.194.76.239', '193.194.76.231', '193.194.76.231', '193.194.76.236', '193.194.76.233', '193.194.76.225', '193.194.76.254', '193.194.76.249', '193.194.76.235', '193.194.76.223', '193.194.76.242', '193.194.76.253', '193.194.76.252', '193.194.76.226', '193.194.76.247', '193.194.76.238', '193.194.76.241', '193.194.76.250', '193.194.76.222', '193.194.76.243', '193.194.76.234', '193.194.76.251', '193.194.76.228', '193.194.76.230', '193.194.76.232', '193.194.76.240', '193.194.76.244', '193.194.76.239', '193.194.76.246', '193.194.76.237', '193.194.76.245', '193.194.76.229', '193.194.76.224', '193.194.76.248', '193.194.76.227', '193.194.76.229', '193.194.76.224', '193.194.76.240', '193.194.76.225', '193.194.76.251', '193.194.76.245', '193.194.76.243', '193.194.76.226', '193.194.76.241', '193.194.76.238', '193.194.76.252', '193.194.76.230', '193.194.76.222', '193.194.76.234', '193.194.76.247', '193.194.76.253', '193.194.76.228', '193.194.76.239', '193.194.76.244', '193.194.76.254', '193.194.76.232', '193.194.76.242', '193.194.76.227', '193.194.76.248', '193.194.76.235', '193.194.76.249', '193.194.76.237', '193.194.76.233', '193.194.76.236', '193.194.76.246', '193.194.76.223', '193.194.76.250', '193.194.76.231', '193.194.76.222', '193.194.76.228', '193.194.76.229', '193.194.76.233', '193.194.76.225', '193.194.76.248', '193.194.76.254', '193.194.76.246', '193.194.76.242', '193.194.76.237', '193.194.76.251', '193.194.76.227', '193.194.76.231', '193.194.76.232', '193.194.76.224', '193.194.76.226', '193.194.76.243', '193.194.76.244', '193.194.76.250', '193.194.76.239', '193.194.76.223', '193.194.76.235', '193.194.76.234', '193.194.76.247', '193.194.76.240', '193.194.76.252', '193.194.76.253', '193.194.76.238', '193.194.76.236', '193.194.76.241', '193.194.76.249', '193.194.76.245', '193.194.76.230']","[1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1515, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1521, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1599, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1604, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1741, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911, 1911]"
89.248.172.16,2.584962500721156,2.584962500721156,"['193.194.76.230', '193.194.76.224', '193.194.76.227', '193.194.76.238', '193.194.76.235', '193.194.76.228']","[2000, 55553, 3299, 2379, 7218, 113]"
89.248.174.193,5.044394119358454,2.807354922057604,"['193.194.76.225', '193.194.76.251', '193.194.76.243', '193.194.76.254', '193.194.76.236', '193.194.76.237', '193.194.76.234', '193.194.76.227', '193.194.76.231', '193.194.76.235', '193.194.76.228', '193.194.76.245', '193.194.76.249', '193.194.76.223', '193.194.76.229', '193.194.76.252', '193.194.76.224', '193.194.76.242', '193.194.76.241', '193.194.76.244', '193.194.76.232', '193.194.76.240', '193.194.76.226', '193.194.76.230', '193.194.76.250', '193.194.76.238', '193.194.76.247', '193.194.76.239', '193.194.76.246', '193.194.76.233', '193.194.76.222', '193.194.76.253', '193.194.76.248', '193.194.76.233', '193.194.76.253', '193.194.76.235', '193.194.76.249', '193.194.76.224', '193.194.76.228', '193.194.76.231', '193.194.76.248', '193.194.76.237', '193.194.76.251', '193.194.76.229', '193.194.76.230', '193.194.76.244', '193.194.76.252', '193.194.76.243', '193.194.76.236', '193.194.76.240', '193.194.76.250', '193.194.76.241', '193.194.76.234', '193.194.76.223', '193.194.76.254', '193.194.76.247', '193.194.76.225', '193.194.76.227', '193.194.76.245', '193.194.76.239', '193.194.76.242', '193.194.76.232', '193.194.76.222', '193.194.76.246', '193.194.76.226', '193.194.76.238', '193.194.76.224', '193.194.76.232', '193.194.76.227', '193.194.76.229', '193.194.76.241', '193.194.76.250', '193.194.76.242', '193.194.76.236', '193.194.76.252', '193.194.76.228', '193.194.76.246', '193.194.76.239', '193.194.76.226', '193.194.76.245', '193.194.76.230', '193.194.76.225', '193.194.76.243', '193.194.76.244', '193.194.76.253', '193.194.76.235', '193.194.76.222', '193.194.76.254', '193.194.76.233', '193.194.76.251', '193.194.76.247', '193.194.76.231', '193.194.76.223', '193.194.76.248', '193.194.76.237', '193.194.76.238', '193.194.76.240', '193.194.76.234', '193.194.76.249', '193.194.76.253', '193.194.76.232', '193.194.76.225', '193.194.76.248', '193.194.76.244', '193.194.76.231', '193.194.76.246', '193.194.76.227', '193.194.76.222', '193.194.76.243', '193.194.76.226', '193.194.76.229', '193.194.76.230', '193.194.76.235', '193.194.76.236', '193.194.76.247', '193.194.76.234', '193.194.76.251', '193.194.76.245', '193.194.76.238', '193.194.76.252', '193.194.76.224', '193.194.76.228', '193.194.76.250', '193.194.76.240', '193.194.76.239', '193.194.76.254', '193.194.76.223', '193.194.76.249', '193.194.76.242', '193.194.76.241', '193.194.76.237', '193.194.76.233', '193.194.76.231', '193.194.76.244', '193.194.76.243', '193.194.76.228', '193.194.76.233', '193.194.76.236', '193.194.76.226', '193.194.76.249', '193.194.76.237', '193.194.76.252', '193.194.76.239', '193.194.76.235', '193.194.76.242', '193.194.76.223', '193.194.76.234', '193.194.76.250', '193.194.76.254', '193.194.76.246', '193.194.76.240', '193.194.76.225', '193.194.76.222', '193.194.76.253', '193.194.76.251', '193.194.76.229', '193.194.76.224', '193.194.76.245', '193.194.76.232', '193.194.76.227', '193.194.76.238', '193.194.76.247', '193.194.76.241', '193.194.76.230', '193.194.76.248', '193.194.76.239', '193.194.76.242', '193.194.76.251', '193.194.76.229', '193.194.76.225', '193.194.76.244', '193.194.76.226', '193.194.76.248', '193.194.76.235', '193.194.76.223', '193.194.76.231', '193.194.76.224', '193.194.76.232', '193.194.76.238', '193.194.76.246', '193.194.76.250', '193.194.76.233', '193.194.76.234', '193.194.76.245', '193.194.76.228', '193.194.76.240', '193.194.76.254', '193.194.76.249', '193.194.76.241', '193.194.76.247', '193.194.76.237', '193.194.76.227', '193.194.76.252', '193.194.76.253', '193.194.76.222', '193.194.76.243', '193.194.76.230', '193.194.76.236', '193.194.76.254', '193.194.76.240', '193.194.76.247', '193.194.76.253', '193.194.76.228', '193.194.76.243', '193.194.76.244', '193.194.76.235', '193.194.76.224', '193.194.76.223', '193.194.76.234', '193.194.76.246', '193.194.76.241', '193.194.76.226', '193.194.76.222', '193.194.76.233', '193.194.76.248', '193.194.76.227', '193.194.76.225', '193.194.76.238', '193.194.76.242', '193.194.76.232', '193.194.76.252', '193.194.76.237', '193.194.76.230', '193.194.76.250', '193.194.76.231', '193.194.76.251', '193.194.76.239', '193.194.76.245', '193.194.76.229', '193.194.76.249', '193.194.76.236']","[5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5081, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5122, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5301, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5377, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5566, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5600, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666, 5666]"
